iter	Logloss
271	0.4476486842
272	0.4475679684
273	0.4474998864
274	0.4474405203
275	0.4473474424
276	0.4472507553
277	0.4471389269
278	0.4470552938
279	0.4469707324
280	0.4468711458
281	0.4467867731
282	0.4466098332
283	0.4464497148
284	0.4461513258
285	0.4459515452
286	0.4458257653
287	0.4457374877
288	0.4456540779
289	0.4454862169
290	0.4453269452
291	0.4452475463
292	0.4451820054
293	0.4450822591
294	0.4450296335
295	0.4448292136
296	0.4447295735
297	0.4446533079
298	0.4445266571
299	0.4444277562
300	0.4443453048
301	0.4442861277
302	0.4441929443
303	0.4440566251
304	0.4440159568
305	0.4439290546
306	0.4438174372
307	0.4436724275
308	0.4436197462
309	0.4435537343
310	0.4435022357
311	0.4434337387
312	0.4432517618
313	0.4431760257
314	0.443049373
315	0.442953414
316	0.4428923765
317	0.4426916013
318	0.4426090148
319	0.4425269571
320	0.4424490307
321	0.4423944019
322	0.4422970318
323	0.4421995329
324	0.4420888514
325	0.4420169844
326	0.4419685936
327	0.4418811634
328	0.4417881948
329	0.4417373861
330	0.4416464549
331	0.4415683092
332	0.4414149816
333	0.4412909682
334	0.4411518055
335	0.4409958456
336	0.4409141526
337	0.4407746637
338	0.4406661575
339	0.4406113533
340	0.4404891429
341	0.4403994497
342	0.4403287422
343	0.4401847329
344	0.4400669243
345	0.4399504288
346	0.4398556602
347	0.4398071723
348	0.4396995507
349	0.4395693748
350	0.4395230441
351	0.4394105888
352	0.439330469
353	0.4392630597
354	0.4390264285
355	0.4389508127
356	0.4388366403
357	0.4387640259
358	0.4386192465
359	0.4385241558
360	0.4383828531
361	0.4382837552
362	0.4381514413
363	0.4380402604
364	0.4379355258
365	0.4378598238
366	0.4377258196
367	0.4376390256
368	0.4375676437
369	0.4374555747
370	0.4373119871
371	0.4372358939
372	0.4371641091
373	0.4370204136
374	0.436866392
375	0.4367509062
376	0.4366705468
377	0.4365226084
378	0.436436457
379	0.436302308
380	0.4362138526
381	0.4361063892
382	0.4360189009
383	0.4359293763
384	0.4358284531
385	0.4357238237
386	0.4356565982
387	0.4355878437
388	0.4355015879
389	0.4354228107
390	0.4353603198
391	0.4352626815
392	0.4351851785
393	0.4350924664
394	0.4350125705
395	0.4349295699
396	0.4348805348
397	0.4347414247
398	0.4346641446
399	0.4344974062
400	0.4344183457
401	0.4343376808
402	0.4342571045
403	0.4341544466
404	0.4340306501
405	0.433930986
406	0.4338308061
407	0.4337440769
408	0.433580233
409	0.4334999412
410	0.4334186658
411	0.4333590888
412	0.4332945532
413	0.4332109503
414	0.4331280824
415	0.4329810449
416	0.432900239
417	0.4327945387
418	0.4327318952
419	0.4325782716
420	0.4323902887
421	0.4322994305
422	0.4322073218
423	0.4321106705
424	0.4320132079
425	0.4319187621
426	0.431742005
427	0.4316849398
428	0.4316229878
429	0.4315406208
430	0.431359165
431	0.4312722647
432	0.4311996883
433	0.4311084657
434	0.4310030941
435	0.430917652
436	0.4308437488
437	0.4306927948
438	0.4306100935
439	0.430515941
440	0.43042786
441	0.4302889733
442	0.4301817372
443	0.4301021801
444	0.4300045166
445	0.4299278076
446	0.4298323059
447	0.429721433
448	0.4296401348
449	0.4295438993
450	0.4294580641
451	0.4293450099
452	0.429236161
453	0.4291016738
454	0.4289601073
455	0.4288811695
456	0.4287847914
457	0.4287011028
458	0.4286142902
459	0.4285212428
460	0.4284567714
461	0.4283988796
462	0.4283312257
463	0.4282624162
464	0.4281390841
465	0.4280231159
466	0.4279356969
467	0.4278201243
468	0.4277257416
469	0.4276468387
470	0.4275071573
471	0.4274399821
472	0.4273490313
473	0.4272486042
474	0.4271704215
475	0.4270450046
476	0.4269994415
477	0.4269260102
478	0.4268151928
479	0.4267476161
480	0.4266573048
481	0.426584254
482	0.4265133892
483	0.4264547998
484	0.4263744894
485	0.426304873
486	0.4262352838
487	0.4261320104
488	0.426065034
489	0.425963082
490	0.425780214
491	0.4257371182
492	0.4256334992
493	0.4255108734
494	0.4254124332
495	0.4253117478
496	0.4252191178
497	0.4251471488
498	0.4250683937
499	0.4249885417
500	0.4249003596
501	0.4248123718
502	0.4247360424
503	0.4246773756
504	0.424603351
505	0.4245171389
506	0.4244584602
507	0.4243862691
508	0.4243062668
509	0.4242390281
510	0.4241524949
511	0.4240034511
512	0.4239162874
513	0.4238473965
514	0.4237543082
515	0.4236766077
516	0.4236018993
517	0.4235201927
518	0.4234436515
519	0.4233145803
520	0.4232230151
521	0.4231645028
522	0.4230886012
523	0.4230240458
524	0.4229413829
525	0.4228777916
526	0.4228215404
527	0.4227309616
528	0.4226647351
529	0.4225556327
530	0.4224694767
531	0.4224114744
532	0.4223483098
533	0.4222580061
534	0.4221910394
535	0.4221150184
536	0.4220431615
537	0.4219166826
538	0.4218354345
539	0.4217813416
540	0.4216612279
541	0.4216006854
542	0.4215093567
543	0.4214191339
544	0.4213197554
545	0.4212057614
546	0.4211480155
547	0.4210785008
548	0.4209878908
549	0.4209141643
550	0.4208520492
551	0.4207806131
552	0.4207157611
553	0.4206218711
554	0.4205602577
555	0.4204576898
556	0.4203453438
557	0.4202729319
558	0.4201801482
559	0.4200875553
560	0.4200156441
561	0.4199145515
562	0.419848408
563	0.4197636643
564	0.4196470639
565	0.4195944447
566	0.4195384461
567	0.4194521209
568	0.419356967
569	0.4192935285
570	0.4191977669
571	0.4190959707
572	0.4190220787
573	0.418971618
574	0.418910102
575	0.4188020153
576	0.4187536343
577	0.4187050055
578	0.4186125589
579	0.4185256477
580	0.4184816845
581	0.4184020301
582	0.4183262423
583	0.4182431652
584	0.4181577004
585	0.4180705001
586	0.4179558272
587	0.4178750314
588	0.4177898882
589	0.4177073432
590	0.4176379327
591	0.4175621698
592	0.4174567255
593	0.4173889542
594	0.4173197649
595	0.4172706272
596	0.4172025338
597	0.4171516105
598	0.4170794166
599	0.4170240845
600	0.4169581043
601	0.4168466854
602	0.4167509271
603	0.4166732622
604	0.4165875542
605	0.4165056774
606	0.4164333694
607	0.4163498861
608	0.41622567
609	0.4161675825
610	0.4160788303
611	0.4160105092
612	0.4159732226
613	0.4159165225
614	0.4158586131
615	0.4158082838
616	0.4157217413
617	0.4156408635
618	0.4155554216
619	0.4154888973
620	0.4154179122
621	0.4153439348
622	0.4152962011
623	0.415218817
624	0.4151842084
625	0.4150942201
626	0.4149977693
627	0.4149187755
628	0.4148657824
629	0.4147783911
630	0.414731099
631	0.4146724672
632	0.414563198
633	0.4145043942
634	0.4144219749
635	0.4143387051
636	0.4142702087
637	0.4141600824
638	0.4141062718
639	0.4140317793
640	0.4139481556
641	0.4138801889
642	0.4138269061
643	0.4137328066
644	0.4136500346
645	0.4135918035
646	0.4135471322
647	0.4134835041
648	0.4134168879
649	0.4133295757
650	0.413267693
651	0.4132060212
652	0.4131531998
653	0.4131017753
654	0.4130463225
655	0.4129765002
656	0.4129095467
657	0.4128510215
658	0.4127912347
659	0.4127094653
660	0.4126382533
661	0.4125654798
662	0.4124969627
663	0.4124076655
664	0.4123484798
665	0.4122704921
666	0.4121879872
667	0.4121255606
668	0.4120576734
669	0.4120022119
670	0.4119304073
671	0.4118341434
672	0.4117791537
673	0.4117005613
674	0.4116436292
675	0.4115742085
676	0.4115019672
677	0.411422502
678	0.4113575099
679	0.4112970186
680	0.4112435397
681	0.4111883388
682	0.4111378012
683	0.4110434887
684	0.4109715878
685	0.4109150972
686	0.4108500208
687	0.4108055046
688	0.4107275506
689	0.4106835756
690	0.4106080026
691	0.4105506239
692	0.4104406445
693	0.4103651586
694	0.4102844131
695	0.4102012477
696	0.4101326317
697	0.4100583219
698	0.4099648695
699	0.4098886584
700	0.4097441474
701	0.4096756578
702	0.4096124591
703	0.4095753504
704	0.4095054412
705	0.4094159702
706	0.4093383934
707	0.4093093866
708	0.409241727
709	0.4091658815
710	0.4090735421
711	0.4089755594
712	0.408920012
713	0.4088479529
714	0.408802483
715	0.4087547527
716	0.4086584452
717	0.4085940102
718	0.4085179313
719	0.4084514227
720	0.4083783536
721	0.4083109559
722	0.408237381
723	0.4081764624
724	0.4080733489
725	0.4080219998
726	0.4079238126
727	0.4078561505
728	0.4077442094
729	0.4076665978
730	0.4075741551
731	0.4074892443
732	0.4074256084
733	0.4073632493
734	0.4072781215
735	0.4072207663
736	0.4071474136
737	0.4070761269
738	0.4069818225
739	0.4069143536
740	0.4068309135
741	0.4067668403
742	0.4067051657
743	0.4066637922
744	0.4065985435
745	0.4065185253
746	0.4064545395
747	0.4063840898
748	0.4063207428
749	0.4062213058
750	0.4061591546
751	0.4061143456
752	0.4060696786
753	0.4060186055
754	0.4059786647
755	0.4059294303
756	0.4058586666
757	0.4058113297
758	0.4057704165
759	0.4057176875
760	0.4056306466
761	0.4055620613
762	0.4054887467
763	0.4054072235
764	0.4053614512
765	0.4052918659
766	0.4052534375
767	0.4051977428
768	0.4051058667
769	0.4050322537
770	0.4049655341
771	0.4048981596
772	0.4048323571
773	0.404787747
774	0.4047176802
775	0.4046168415
776	0.4045577117
777	0.4045034747
778	0.404422867
779	0.4043584794
780	0.4042655193
781	0.4041914471
782	0.4041206238
783	0.4040850616
784	0.4040083872
785	0.4039522053
786	0.4039060974
787	0.4038656083
788	0.403804482
789	0.4037356259
790	0.4036958171
791	0.403619478
792	0.4035746988
793	0.4035000385
794	0.4034312258
795	0.4033887691
796	0.4033483574
797	0.4032756134
798	0.4032087653
799	0.4031343019
800	0.4030669462
801	0.4030081861
802	0.4029510163
803	0.4028799099
804	0.4028216024
805	0.4027587468
806	0.4026737817
807	0.4026199944
808	0.4025774557
809	0.4024980961
810	0.4024513345
811	0.4023885015
812	0.4023187061
813	0.4022462153
814	0.4021873083
815	0.4021426611
816	0.4020773008
817	0.4020036304
818	0.4019354112
819	0.4018617351
820	0.4017932237
821	0.4017192341
822	0.4016745876
823	0.4016302447
824	0.4015732865
825	0.4015201878
826	0.4014554173
827	0.401399379
828	0.4013151505
829	0.4012444423
830	0.4011890737
831	0.4011078722
832	0.4010499637
833	0.4009969886
834	0.4009359996
835	0.4008942632
836	0.400828111
837	0.4007722193
838	0.4006660467
839	0.4005917632
840	0.4005273249
841	0.4004273323
842	0.4003481751
843	0.4002929822
844	0.4002195167
845	0.4001529829
846	0.4001117235
847	0.4000405946
848	0.3999628822
849	0.3999291696
850	0.3998734306
851	0.3998203455
852	0.3997408739
853	0.3996646614
854	0.399593164
855	0.399511232
856	0.3994567331
857	0.3993613421
858	0.3993079475
859	0.3992534946
860	0.3991887334
861	0.3991291683
862	0.3990487017
863	0.3989824175
864	0.3989336286
865	0.3988861307
866	0.398848808
867	0.3987930063
868	0.398721512
869	0.398632199
870	0.398559416
871	0.3985070419
872	0.3984503689
873	0.3984095582
874	0.3983600917
875	0.3983336366
876	0.398257105
877	0.3982068378
878	0.3981070296
879	0.3980422983
880	0.3979877511
881	0.3979225878
882	0.3978548308
883	0.397794287
884	0.3977435259
885	0.3976862366
886	0.3976450363
887	0.3975746742
888	0.3975195184
889	0.3974726091
890	0.3974140095
891	0.3973582578
892	0.3973078939
893	0.3972367384
894	0.3971789348
895	0.3971097914
896	0.3970493266
897	0.3969873716
898	0.3969060696
899	0.3968412099
900	0.3967849215
901	0.3967110656
902	0.3966475717
903	0.3965983882
904	0.396547954
905	0.3964963782
906	0.3964238124
907	0.3963761157
908	0.3963195479
909	0.3962590474
910	0.3961902953
911	0.3961336478
912	0.3960737734
913	0.3960077174
914	0.3959253266
915	0.3958765228
916	0.3958410958
917	0.3957913598
918	0.3957357516
919	0.3956688983
920	0.3955990899
921	0.3955472947
922	0.395485307
923	0.3954321153
924	0.3953537203
925	0.3953043906
926	0.3952657041
927	0.39524102
928	0.3951787391
929	0.395142395
930	0.3950837354
931	0.3950393411
932	0.3949776641
933	0.3949130129
934	0.3948819143
935	0.3948067394
936	0.3947618173
937	0.39471927
938	0.3946513144
939	0.3945833502
940	0.3945221141
941	0.3944879282
942	0.3944234939
943	0.3943206584
944	0.3942881238
945	0.3942252067
946	0.3941683499
947	0.3941233441
948	0.3940599358
949	0.3940110854
950	0.3939138276
951	0.3938443902
952	0.393786961
953	0.3936925551
954	0.3936269988
955	0.3935701727
956	0.3935356569
957	0.3934849174
958	0.393429475
959	0.3933391731
960	0.3932833703
961	0.3932178542
962	0.393152073
963	0.3930957588
964	0.3930118965
965	0.3929469414
966	0.3928719411
967	0.392830888
968	0.3927670387
969	0.3926897294
970	0.3926187884
971	0.3925853982
972	0.392522197
973	0.3924638805
974	0.3923860947
975	0.3923029552
976	0.3922553944
977	0.3921988607
978	0.3921573229
979	0.3921100315
980	0.3920493266
981	0.3919930596
982	0.3919418218
983	0.3918668165
984	0.3917955359
985	0.3917312215
986	0.3916787988
987	0.3916353192
988	0.3915939173
989	0.3915509017
990	0.3914985758
991	0.3914476798
992	0.391419065
993	0.3913625475
994	0.3913101765
995	0.391259645
996	0.3911887297
997	0.3911189488
998	0.3910634754
999	0.3910284167
